symbol,name,exchange,yf_ticker,sector,close,sma50,sma200,high_52w,pct_off_high,r1m,r3m,r6m,r12m,turnover_cr,vol_surge,adr_pct,gap_pct,tightness_pct,vol_dryup,contracting,momentum,trend_template,stage2,vcp_setup,qm_breakout,price_gt_sma10,price_gt_sma20,price_gt_sma50,price_gt_sma150,price_gt_sma200,sma50_gt_sma150,sma150_gt_sma200,sma200_rising,within_25_of_high,above_30_of_low,rs_rating,setup_quality
VECO,Veeco Instruments Inc. - Common Stock,NASDAQ,VECO,Other,57.11,47.3,33.94,62.48,8.59,19.38,86.88,95.45,191.68,91.77,0.67,6.02,-0.2,21.82,True,False,124.62,True,True,False,False,False,False,True,True,True,True,True,True,True,True,85,70
LSCC,Lattice Semiconductor Corporation - Common Stock,NASDAQ,LSCC,Other,145.71,115.75,86.27,150.35,3.09,25.97,52.38,114.37,214.57,337.55,0.3,5.07,1.07,23.83,True,False,133.22,True,True,False,False,True,True,True,True,True,True,True,True,True,True,85,68
SANM,Sanmina Corporation - Common Stock,NASDAQ,SANM,Other,265.19,189.05,153.28,265.19,0.0,27.09,70.8,71.84,213.39,201.62,0.5,5.78,0.79,21.5,True,False,123.78,True,True,False,False,True,True,True,True,True,True,True,True,True,True,84,69
AXGN,"Axogen, Inc. - Common Stock",NASDAQ,AXGN,Other,39.09,37.66,28.53,43.74,10.63,-6.42,23.2,38.03,256.66,32.37,0.16,3.98,-0.22,14.38,True,False,118.07,True,True,False,False,False,False,True,True,True,True,True,True,True,True,84,66
AMBQ,"Ambiq Micro, Inc. Common Stock",NYSE,AMBQ,Other,80.7,43.49,34.06,83.55,3.41,132.23,162.87,244.28,,60.74,0.4,9.55,-0.33,25.17,False,True,119.08,False,False,False,True,True,True,True,True,True,True,False,False,True,True,84,72
AGX,"Argan, Inc. Common Stock",NYSE,AGX,Other,654.21,617.74,398.34,740.91,11.7,3.83,45.1,75.62,213.79,190.65,0.32,5.39,0.3,17.25,True,False,117.61,True,True,False,False,False,False,True,True,True,True,True,True,True,True,84,69
MTSI,"MACOM Technology Solutions Holdings, Inc. - Common Stock",NASDAQ,MTSI,Other,359.35,295.03,204.19,409.68,12.29,33.28,44.83,116.63,192.77,555.58,0.65,6.05,0.64,22.67,False,True,124.39,True,True,False,False,False,True,True,True,True,True,True,True,True,True,84,85
TH,Target Hospitality Corp. - Common Stock,NASDAQ,TH,Other,16.94,14.61,9.56,18.66,9.22,19.38,117.46,125.27,133.01,25.53,0.6,4.56,0.0,12.4,False,True,116.21,True,True,False,False,False,False,True,True,True,True,True,True,True,True,84,82
HBM,Hudbay Minerals Inc. Ordinary Shares (Canada),NYSE,HBM,Other,28.7,23.53,19.72,28.7,0.0,27.78,1.34,82.16,218.28,147.36,0.53,5.05,-0.35,20.35,False,False,115.01,True,True,False,False,True,True,True,True,True,True,True,True,True,True,83,67
MOD,Modine Manufacturing Company Common Stock,NYSE,MOD,Other,275.45,247.21,181.47,295.88,6.9,18.02,21.21,76.81,203.33,358.18,0.81,7.08,0.04,33.02,False,False,110.42,True,True,False,False,True,True,True,True,True,True,True,True,True,True,83,72
GH,"Guardant Health, Inc. - Common Stock",NASDAQ,GH,Other,129.63,94.4,89.17,133.22,2.7,55.41,38.05,19.13,239.43,241.92,0.45,6.0,0.0,31.99,False,False,114.66,False,False,False,False,True,True,True,True,True,False,True,True,True,True,83,49
CSTM,Constellium SE Ordinary Shares (France),NYSE,CSTM,Other,33.71,30.06,21.5,35.28,4.46,4.58,35.42,109.35,175.59,72.49,0.28,4.57,0.09,16.17,False,False,110.58,True,True,False,False,True,True,True,True,True,True,True,True,True,True,83,66
TXG,"10x Genomics, Inc. - Common Stock",NASDAQ,TXG,Other,28.32,22.41,17.89,28.32,0.0,40.2,22.86,48.51,219.64,65.82,0.5,6.77,0.5,28.39,False,False,111.0,True,True,False,False,True,True,True,True,True,True,True,True,True,True,83,71
HPE,Hewlett Packard Enterprise Company Common Stock,NYSE,HPE,Other,42.65,28.61,24.18,42.65,0.0,50.72,99.95,102.19,147.22,636.42,2.57,4.26,11.96,29.75,False,False,114.61,True,True,False,False,True,True,True,True,True,True,True,True,True,True,83,66
SHLS,"Shoals Technologies Group, Inc. - Class A Common Stock",NASDAQ,SHLS,Other,12.21,8.01,8.24,12.21,0.0,66.35,105.9,50.37,171.94,58.97,0.56,9.48,3.81,35.46,False,False,111.7,False,False,False,False,True,True,True,True,True,False,True,True,True,True,83,56
MTRN,Materion Corporation,NYSE,MTRN,Other,218.89,178.3,141.28,222.78,1.75,26.95,34.33,81.57,184.38,56.47,0.7,4.05,-0.25,15.38,True,False,107.79,True,True,False,False,True,True,True,True,True,True,True,True,True,True,82,65
ACLS,"Axcelis Technologies, Inc. - Common Stock",NASDAQ,ACLS,Other,151.05,128.95,96.57,171.0,11.67,13.05,82.85,82.54,162.47,102.24,0.27,5.55,0.19,19.31,True,False,107.62,True,True,False,False,False,False,True,True,True,True,True,True,True,True,82,68
AA,Alcoa Corporation Common Stock,NYSE,AA,Other,76.96,66.22,50.97,76.96,0.0,23.41,24.37,96.96,178.63,276.94,0.38,3.95,0.3,21.29,True,False,107.76,True,True,False,False,True,True,True,True,True,True,True,True,True,True,82,65
TWST,Twist Bioscience Corporation - Common Stock,NASDAQ,TWST,Other,69.5,54.79,39.89,69.5,0.0,22.57,48.11,123.38,145.31,91.66,0.63,7.3,0.09,33.15,False,False,107.02,True,True,False,False,True,True,True,True,True,True,True,True,True,True,82,72
TVTX,"Travere Therapeutics, Inc. - Common Stock",NASDAQ,TVTX,Other,47.12,38.23,31.44,47.76,1.33,17.52,58.19,30.87,215.22,108.33,0.3,5.16,0.0,15.41,True,False,108.74,True,True,False,False,True,True,True,True,True,True,True,True,True,True,82,67
SYNA,Synaptics Incorporated - Common Stock,NASDAQ,SYNA,Other,139.45,96.8,80.1,147.57,5.5,57.5,71.19,109.57,137.73,129.77,0.33,7.53,0.87,25.36,True,False,107.95,True,True,False,False,True,True,True,True,True,True,True,True,True,True,82,72
AOSL,Alpha and Omega Semiconductor Limited - Common Shares,NASDAQ,AOSL,Other,46.4,34.63,26.68,49.34,5.96,15.83,120.85,125.46,115.51,50.28,0.63,9.47,0.22,32.33,False,False,109.6,False,True,False,False,True,True,True,True,True,True,False,True,True,True,82,56
GFS,GlobalFoundries Inc. - Ordinary Share,NASDAQ,GFS,Other,79.99,60.25,43.58,89.96,11.08,27.49,68.22,131.18,117.72,523.47,0.6,5.85,0.49,33.8,False,False,102.84,True,True,False,False,True,True,True,True,True,True,True,True,True,True,81,68
CEVA,"CEVA, Inc. - Common Stock",NASDAQ,CEVA,Other,41.86,27.99,24.49,41.86,0.0,53.0,100.67,106.82,116.89,34.22,0.8,7.25,0.93,19.16,True,False,104.24,False,True,False,False,True,True,True,True,True,True,False,True,True,True,81,51
VRT,"Vertiv Holdings, LLC Class A Common Stock",NYSE,VRT,Other,309.97,307.25,211.2,376.23,17.61,1.24,21.64,82.84,184.15,1872.54,0.46,5.11,0.32,21.49,True,False,102.97,True,True,False,False,False,False,True,True,True,True,True,True,True,True,81,67
DIOD,Diodes Incorporated - Common Stock,NASDAQ,DIOD,Other,106.6,92.18,64.57,116.05,8.14,5.54,56.24,135.89,133.82,80.6,0.74,5.35,1.01,21.56,False,False,106.1,True,True,False,False,True,True,True,True,True,True,True,True,True,True,81,67
AMAT,"Applied Materials, Inc. - Common Stock",NASDAQ,AMAT,Other,449.58,396.81,291.86,454.89,1.17,17.66,20.91,85.89,180.27,3156.03,0.3,4.03,0.69,14.57,True,False,103.82,True,True,False,False,True,True,True,True,True,True,True,True,True,True,81,65
PDFS,"PDF Solutions, Inc. - Common Stock",NASDAQ,PDFS,Other,48.63,41.88,31.36,55.09,11.72,21.59,43.98,80.46,168.26,46.0,0.41,6.33,0.94,18.2,True,True,102.4,True,True,True,True,True,True,True,True,True,True,True,True,True,True,81,84
KALU,Kaiser Aluminum Corporation - Common Stock,NASDAQ,KALU,Other,181.96,153.96,114.61,187.03,2.71,5.47,40.47,93.22,156.1,39.39,0.61,3.77,0.0,17.76,True,False,99.05,True,True,False,False,True,True,True,True,True,True,True,True,True,True,80,64
KALV,"KalVista Pharmaceuticals, Inc. - Common Stock",NASDAQ,KALV,Other,26.83,22.5,16.28,26.83,0.0,0.58,64.77,102.0,135.31,99.93,0.18,0.24,0.07,0.52,True,True,97.73,True,True,True,False,True,True,True,True,True,True,True,True,True,True,80,71
ENS,EnerSys Common Stock,NYSE,ENS,Other,228.02,204.31,155.31,243.34,6.3,10.98,37.46,62.15,176.32,104.98,0.36,3.9,1.38,14.47,False,False,97.76,True,True,False,False,False,False,True,True,True,True,True,True,True,True,80,64
NXT,Nextpower Inc. - Class A Common Stock,NASDAQ,NXT,Other,149.49,121.62,99.37,149.49,0.0,30.83,42.24,65.99,168.83,337.04,1.17,8.18,13.7,30.6,False,False,98.86,True,True,False,False,True,True,True,True,True,True,True,True,True,True,80,72
ENPH,"Enphase Energy, Inc. - Common Stock",NASDAQ,ENPH,Other,69.09,40.93,37.76,70.28,1.69,121.51,63.45,149.33,77.34,486.01,0.56,10.3,4.32,41.71,False,False,100.58,True,True,False,False,True,True,True,True,True,True,True,True,True,True,80,76
BTSG,"BrightSpring Health Services, Inc. - Common Stock",NASDAQ,BTSG,Other,61.2,49.74,37.86,61.2,0.0,27.1,47.72,68.97,163.79,153.7,0.37,3.79,0.66,11.73,True,True,98.46,True,True,True,False,True,True,True,True,True,True,True,True,True,True,80,79
CLS,"Celestica, Inc. Common Stock",NYSE,CLS,Other,376.83,354.09,298.9,422.21,10.75,0.08,35.73,14.97,219.02,766.87,0.87,5.91,1.94,16.44,True,False,99.26,True,True,False,False,True,True,True,True,True,True,True,True,True,True,80,68
IESC,"IES Holdings, Inc. - Common Stock",NASDAQ,IESC,Other,672.31,581.81,454.21,698.96,3.81,17.53,35.72,64.98,165.77,142.93,0.92,5.79,-0.58,16.04,True,False,94.7,True,True,False,False,True,True,True,True,True,True,True,True,True,True,79,67
PLPC,Preformed Line Products Company - Common Stock,NASDAQ,PLPC,Other,364.43,322.8,247.17,380.05,4.11,8.05,43.79,79.43,150.6,36.1,0.31,5.92,-0.2,17.67,True,False,93.63,True,True,False,False,True,True,True,True,True,True,True,True,True,True,79,67
RMBS,"Rambus, Inc. - Common Stock",NASDAQ,RMBS,Other,144.08,118.28,101.83,158.4,9.04,28.46,44.57,55.85,165.68,284.16,0.33,6.73,0.13,28.84,True,False,94.79,True,True,False,False,True,True,True,True,True,True,True,True,True,True,79,69
ATRO,Astronics Corporation - Common Stock,NASDAQ,ATRO,Other,86.25,74.47,60.46,88.17,2.18,28.74,6.98,68.88,172.58,47.61,0.38,5.51,-0.28,16.09,True,False,93.97,True,True,False,False,True,True,True,True,True,True,True,True,True,True,79,67
HLIO,"Helios Technologies, Inc. Common Stock",NYSE,HLIO,Other,82.99,70.55,61.39,83.04,0.07,24.15,16.55,53.35,178.59,28.16,0.31,3.6,-0.47,11.07,True,True,93.16,True,True,True,False,True,True,True,True,True,True,True,True,True,True,79,78
CORZ,"Core Scientific, Inc. - Common Stock",NASDAQ,CORZ,Other,26.92,20.43,17.76,27.76,3.03,37.63,58.63,73.12,149.72,377.07,0.45,6.09,-0.32,23.68,True,False,97.31,True,True,False,False,True,True,True,True,True,True,True,True,True,True,79,68
POWI,"Power Integrations, Inc. - Common Stock",NASDAQ,POWI,Other,83.59,64.24,47.31,87.07,4.0,19.95,74.44,152.13,70.66,112.89,0.92,6.81,-0.47,29.33,False,False,90.78,True,True,False,False,True,True,True,True,True,True,True,True,True,True,78,69
VSTS,Vestis Corporation Common Stock,NYSE,VSTS,Other,12.86,9.63,6.91,12.86,0.0,34.43,63.47,102.92,113.0,22.9,0.39,5.5,-0.78,12.73,False,True,92.21,True,True,False,True,True,True,True,True,True,True,True,True,True,True,78,81
LUMN,"Lumen Technologies, Inc. Common Stock",NYSE,LUMN,Other,10.77,8.44,7.64,11.83,9.0,23.88,51.41,34.56,173.22,143.39,0.45,8.15,-0.65,18.76,True,True,92.33,True,True,True,True,True,True,True,True,True,True,True,True,True,True,78,86
DDOG,"Datadog, Inc. - Class A Common Stock",NASDAQ,DDOG,Other,241.42,152.98,143.85,241.42,0.0,80.19,115.63,51.85,107.58,1326.24,0.58,5.01,3.44,17.69,True,True,89.73,True,True,True,True,True,True,True,True,True,True,True,True,True,True,78,80
CLMT,"Calumet, Inc - Common Stock",NASDAQ,CLMT,Other,35.43,32.69,23.7,36.02,1.64,8.91,31.42,86.08,144.01,31.54,0.27,4.34,-0.31,14.37,True,False,90.6,True,True,False,False,True,True,True,True,True,True,True,True,True,True,78,64
ADTN,"ADTRAN Holdings, Inc. - Common Stock",NASDAQ,ADTN,Other,16.83,15.15,10.7,19.4,13.25,0.24,65.0,118.57,106.51,48.52,0.62,7.18,0.47,34.94,False,False,91.2,True,True,False,False,True,True,True,True,True,True,True,True,True,True,78,69
BHE,"Benchmark Electronics, Inc. Common Stock",NYSE,BHE,Other,84.2,71.19,52.07,89.01,5.4,16.3,46.11,89.66,134.57,37.94,0.28,4.09,0.6,11.77,True,False,91.58,True,True,False,False,False,False,True,True,True,True,True,True,True,True,78,63
SQM,Sociedad Quimica y Minera S.A. Common Stock,NYSE,SQM,Other,86.47,84.53,65.52,94.63,8.62,-3.91,14.62,41.56,179.14,98.53,0.48,3.87,-0.64,11.0,True,False,86.65,True,True,False,False,True,False,True,True,True,True,True,True,True,True,77,62
ARCB,ArcBest Corporation - Common Stock,NASDAQ,ARCB,Other,137.61,113.88,88.05,137.61,0.0,8.41,34.17,114.59,114.78,37.23,0.39,4.21,-1.06,14.85,True,False,87.96,True,True,False,False,True,True,True,True,True,True,True,True,True,True,77,63
AVNS,"Avanos Medical, Inc. Common Stock",NYSE,AVNS,Other,24.76,21.0,14.42,24.81,0.18,0.47,75.64,106.89,99.24,27.77,0.12,0.33,0.08,1.05,True,False,86.94,True,True,False,False,True,True,True,True,True,True,True,True,True,True,77,55
GHM,Graham Corporation Common Stock,NYSE,GHM,Other,98.92,91.74,71.05,102.03,3.05,8.99,21.79,73.94,148.67,21.24,0.86,5.39,-0.28,12.45,False,False,86.91,True,True,False,False,True,True,True,True,True,True,True,True,True,True,77,65
ROIV,Roivant Sciences Ltd. - Common Shares,NASDAQ,ROIV,Other,30.2,28.59,22.32,32.41,6.8,9.76,4.37,44.8,184.42,189.52,0.39,3.59,1.49,16.36,True,False,89.06,True,True,False,False,True,True,True,True,True,True,True,True,True,True,77,62
RCAT,"Red Cat Holdings, Inc. - Common Stock",NASDAQ,RCAT,Other,14.07,11.93,11.23,17.36,18.92,27.15,20.82,93.34,129.61,175.11,1.95,8.34,-5.02,47.64,False,False,86.72,True,True,False,False,True,True,True,True,True,True,True,True,True,True,77,71
LION,Lionsgate Studios Corp Common Shares,NYSE,LION,Other,14.09,11.58,8.69,14.95,5.75,15.49,56.56,96.24,111.24,52.74,0.24,4.37,-1.68,19.69,False,False,86.23,True,True,False,False,True,True,True,True,True,True,True,True,True,True,77,63
INDV,"Indivior Pharmaceuticals, Inc.  - Common Stock",NASDAQ,INDV,Other,36.13,34.17,31.1,40.61,11.03,5.8,10.42,9.15,200.08,82.46,0.36,3.35,0.0,8.5,True,False,85.44,True,True,False,False,False,False,True,True,True,True,True,True,True,True,76,61
NVT,nVent Electric plc Ordinary Shares,NYSE,NVT,Other,162.81,143.83,114.01,173.96,6.41,18.52,37.76,55.68,148.05,361.05,0.31,3.98,0.38,11.89,True,False,85.33,True,True,False,False,False,False,True,True,True,True,True,True,True,True,76,62
TIGO,Millicom International Cellular S.A. - Common Stock,NASDAQ,TIGO,Other,84.58,80.36,59.19,86.81,2.57,2.87,18.97,63.88,157.04,116.74,0.68,4.45,0.0,10.46,False,True,86.06,True,True,False,False,True,True,True,True,True,True,True,True,True,True,76,78
ECG,"Everus Construction Group, Inc. Common Stock",NYSE,ECG,Other,146.1,138.14,102.79,169.16,13.63,8.96,20.88,67.07,148.56,109.2,0.28,4.93,0.33,12.81,True,True,84.62,True,True,True,False,False,False,True,True,True,True,True,True,True,True,76,79
KLAC,KLA Corporation  - Common Stock,NASDAQ,KLAC,Other,1921.88,1730.44,1345.86,2011.39,4.45,5.95,26.22,68.15,148.78,1778.77,0.34,3.9,0.12,19.24,True,False,85.8,True,True,False,False,True,True,True,True,True,True,True,True,True,True,76,62
LINC,Lincoln Educational Services Corporation - Common Stock,NASDAQ,LINC,Other,46.78,43.17,29.02,52.02,10.07,15.94,29.08,128.2,97.22,27.66,0.29,5.23,-0.17,9.13,True,True,84.76,True,True,True,False,False,False,True,True,True,True,True,True,True,True,76,80
FLY,Firefly Aerospace Inc. - Common Stock,NASDAQ,FLY,Other,46.37,36.96,30.41,60.35,23.17,38.44,140.61,167.39,,379.21,2.08,12.54,-6.02,52.88,False,False,82.18,False,False,False,False,False,True,True,True,True,True,False,False,True,True,75,54
CECO,CECO Environmental Corp. - Common Stock,NASDAQ,CECO,Other,74.24,70.78,59.88,89.87,17.39,2.43,22.81,44.13,162.98,72.74,1.02,6.22,-0.71,24.76,False,False,83.24,True,True,False,False,False,False,True,True,True,True,True,True,True,True,75,66
MRCY,Mercury Systems Inc - Common Stock,NASDAQ,MRCY,Other,112.37,84.41,80.07,112.37,0.0,50.33,26.22,62.74,132.46,54.66,1.1,5.28,-0.65,20.13,False,False,82.08,True,True,False,False,True,True,True,True,True,True,True,True,True,True,75,64
LFUS,"Littelfuse, Inc. - Common Stock",NASDAQ,LFUS,Other,461.57,400.27,308.61,480.2,3.88,18.11,31.18,83.17,124.79,184.2,0.34,4.45,0.35,14.24,True,False,82.91,True,True,False,False,True,True,True,True,True,True,True,True,True,True,75,63
MPWR,"Monolithic Power Systems, Inc. - Common Stock",NASDAQ,MPWR,Other,1578.43,1420.37,1092.14,1662.98,5.08,3.38,38.4,74.36,134.76,1011.01,0.38,4.62,0.72,19.08,True,False,84.23,True,True,False,False,True,False,True,True,True,True,True,True,True,True,75,63
NVMI,Nova Ltd. - Ordinary Shares,NASDAQ,NVMI,Other,502.36,495.45,387.82,556.11,9.67,0.18,14.47,66.86,150.07,196.36,0.38,5.04,2.79,16.49,True,False,83.0,True,True,False,False,True,False,True,True,True,True,True,True,True,True,75,64
AAMI,Acadian Asset Management Inc. Common Stock,NYSE,AAMI,Other,72.62,64.35,52.65,75.48,3.78,11.59,35.11,62.14,142.74,28.99,0.39,3.77,0.47,12.24,False,False,83.92,True,True,False,False,True,True,True,True,True,True,True,True,True,True,75,61
GNRC,Generac Holdlings Inc. Common Stock,NYSE,GNRC,Other,279.04,231.35,190.36,280.53,0.53,10.33,23.81,87.83,124.04,198.55,0.37,3.99,-0.17,17.44,True,False,81.76,True,True,False,False,True,True,True,True,True,True,True,True,True,True,74,61
SNX,TD SYNNEX Corporation Common Stock,NYSE,SNX,Other,258.43,210.88,167.72,258.43,0.0,15.35,65.2,70.93,112.29,145.64,0.76,2.69,2.25,14.53,True,False,80.77,True,True,False,False,True,True,True,True,True,True,True,True,True,True,74,59
PRM,"Perimeter Solutions, SA Common Stock",NYSE,PRM,Other,31.99,28.31,25.58,34.0,5.93,5.08,36.22,16.9,167.21,46.2,0.25,5.37,0.46,12.43,True,True,79.71,True,True,True,False,False,True,True,True,True,True,True,True,True,True,74,79
CAT,"Caterpillar, Inc. Common Stock",NYSE,CAT,Other,867.97,813.88,633.6,926.93,6.36,7.15,17.07,53.84,151.04,2177.19,0.56,2.92,-0.11,7.62,True,False,80.7,True,True,False,False,False,False,True,True,True,True,True,True,True,True,74,59
WTTR,"Select Water Solutions, Inc. Class A common stock",NYSE,WTTR,Other,17.86,16.53,12.34,20.04,10.88,5.49,31.19,80.2,123.9,34.45,0.28,4.14,0.28,14.73,True,False,80.41,True,True,False,False,False,False,True,True,True,True,True,True,True,True,74,62
NUE,Nucor Corporation Common Stock,NYSE,NUE,Other,250.2,205.02,168.64,250.2,0.0,12.5,41.93,61.22,133.36,292.95,0.37,2.26,-0.08,12.43,True,False,81.35,True,True,False,False,True,True,True,True,True,True,True,True,True,True,74,58
KN,Knowles Corporation Common Stock,NYSE,KN,Other,37.44,30.92,25.3,38.24,2.09,23.32,37.8,66.92,128.99,36.33,0.49,3.57,0.61,14.16,False,False,81.56,True,True,False,False,True,True,True,True,True,True,True,True,True,True,74,60
CLSK,"CleanSpark, Inc. - Common Stock",NASDAQ,CLSK,Other,18.19,12.21,12.54,23.2,21.59,59.98,82.81,53.89,99.67,345.32,0.67,7.75,-0.88,31.84,False,False,78.6,False,False,False,False,True,True,True,True,True,False,False,True,True,True,73,48
AXSM,"Axsome Therapeutics, Inc. - Common Stock",NASDAQ,AXSM,Other,233.22,196.03,159.29,235.97,1.17,26.78,42.3,55.11,126.45,175.21,0.47,3.61,-0.43,6.36,True,True,78.25,True,True,True,False,True,True,True,True,True,True,True,True,True,True,73,75
BWA,BorgWarner Inc. Common Stock,NYSE,BWA,Other,72.39,58.06,49.36,72.39,0.0,33.55,26.12,67.2,121.52,240.6,0.79,4.19,-0.5,19.63,False,False,77.34,True,True,False,False,True,True,True,True,True,True,True,True,True,True,73,61
THR,"Thermon Group Holdings, Inc. Common Stock",NYSE,THR,Other,60.31,58.08,41.44,71.25,15.35,1.69,18.78,71.25,134.14,47.03,1.02,5.15,-0.58,19.23,False,False,78.96,True,True,False,False,False,False,True,True,True,True,True,True,True,True,73,63
EZPW,"EZCORP, Inc. - Class A Non-Voting Common Stock",NASDAQ,EZPW,Other,31.23,30.37,22.68,34.65,9.87,-3.25,17.72,68.99,138.22,23.39,0.62,4.21,-0.25,12.81,True,True,79.2,True,True,True,False,False,False,True,True,True,True,True,True,True,True,73,76
ESLT,Elbit Systems Ltd. - Ordinary Shares,NASDAQ,ESLT,Other,873.85,852.4,649.69,1013.23,13.76,6.63,13.75,87.91,122.55,107.64,0.7,3.2,0.27,17.94,False,False,78.81,True,True,False,False,True,True,True,True,True,True,True,True,True,True,73,59
HP,"Helmerich & Payne, Inc. Common Stock",NYSE,HP,Other,37.8,37.35,29.71,41.53,8.98,-7.33,8.01,38.99,158.01,45.65,0.39,3.99,-0.55,12.62,True,False,75.77,True,True,False,False,False,False,True,True,True,True,True,True,True,True,72,60
CGNX,Cognex Corporation - Common Stock,NASDAQ,CGNX,Other,65.76,56.84,46.62,68.33,3.76,23.03,21.04,74.65,118.38,178.36,0.35,4.5,-0.02,13.88,True,True,76.26,True,True,True,False,True,True,True,True,True,True,True,True,True,True,72,76
RCUS,"Arcus Biosciences, Inc. Common Stock",NYSE,RCUS,Other,25.19,23.63,20.01,26.62,5.37,4.39,23.66,3.75,175.9,22.33,1.01,4.9,-0.12,10.68,True,False,76.66,True,True,False,False,True,True,True,True,True,True,True,True,True,True,72,62
JBL,Jabil Inc. Common Stock,NYSE,JBL,Other,360.3,319.8,249.31,380.25,5.25,7.94,36.0,76.73,115.08,421.06,0.35,3.92,1.28,16.66,True,False,77.04,True,True,False,False,True,True,True,True,True,True,True,True,True,True,72,60
PLXS,Plexus Corp. - Common Stock,NASDAQ,PLXS,Other,268.45,238.89,178.92,272.91,1.63,7.12,38.28,88.24,105.49,69.55,0.27,3.19,0.71,10.69,True,False,77.04,True,True,False,False,True,True,True,True,True,True,True,True,True,True,72,59
SNEX,StoneX Group Inc. - Common Stock,NASDAQ,SNEX,Other,115.75,100.2,75.94,121.92,5.06,11.67,36.18,94.82,101.12,69.89,0.35,3.79,-0.21,6.47,True,True,77.3,True,True,True,False,True,True,True,True,True,True,True,True,True,True,72,75
KRYS,"Krystal Biotech, Inc. - Common Stock",NASDAQ,KRYS,Other,307.58,277.41,232.52,316.3,2.76,18.32,11.59,41.76,149.34,90.56,0.34,4.25,0.45,9.62,True,True,76.41,True,True,True,False,True,True,True,True,True,True,True,True,True,True,72,76
ARW,"Arrow Electronics, Inc. Common Stock",NYSE,ARW,Other,215.25,178.98,137.78,223.03,3.49,15.74,41.46,101.49,81.61,175.36,0.24,3.7,0.89,10.78,False,True,72.96,True,True,False,False,True,True,True,True,True,True,True,True,True,True,71,74
EWTX,"Edgewise Therapeutics, Inc. - Common Stock",NASDAQ,EWTX,Other,33.93,32.65,24.5,38.01,10.73,11.43,11.47,41.02,142.53,43.23,0.37,4.72,-0.36,10.24,True,True,72.75,True,True,True,False,True,True,True,True,True,True,True,True,True,True,71,76
NTAP,"NetApp, Inc. - Common Stock",NASDAQ,NTAP,Other,180.07,112.08,110.07,180.07,0.0,65.74,82.77,63.15,84.17,446.63,3.02,4.48,24.08,41.81,False,False,75.74,False,True,False,False,True,True,True,True,True,True,False,True,True,True,71,41
MT,Arcelor Mittal NY Registry Shares NEW,NYSE,MT,Other,69.66,58.91,48.15,69.66,0.0,24.87,7.17,65.74,130.29,141.28,0.83,3.07,0.5,16.48,False,False,75.76,True,True,False,False,True,True,True,True,True,True,True,True,True,True,71,58
DCO,Ducommun Incorporated Common Stock,NYSE,DCO,Other,151.75,137.96,110.94,152.24,0.32,9.65,22.79,68.42,118.5,32.3,0.52,4.3,-0.17,10.9,True,True,73.45,True,True,True,False,True,True,True,True,True,True,True,True,True,True,71,76
ATI,ATI Inc. Common Stock,NYSE,ATI,Other,174.9,155.63,119.11,174.9,0.0,19.61,6.91,76.15,118.82,273.25,0.67,4.05,0.28,17.68,True,False,73.72,True,True,False,False,True,True,True,True,True,True,True,True,True,True,71,60
YOU,"Clear Secure, Inc. Class A Common Stock",NYSE,YOU,Other,55.59,54.44,40.22,62.36,10.86,4.24,15.16,57.33,132.66,92.05,0.32,6.04,-0.07,13.55,True,False,73.72,True,True,False,False,False,False,True,True,True,True,True,True,True,True,71,64
IMVT,"Immunovant, Inc.  - Common Stock",NASDAQ,IMVT,Other,33.08,27.64,23.5,35.56,6.97,22.75,19.29,38.12,134.61,79.27,0.3,5.94,-0.15,31.85,True,False,71.41,True,True,False,False,True,True,True,True,True,True,True,True,True,True,70,63
KGS,"Kodiak Gas Services, Inc. Common Stock",NYSE,KGS,Other,67.0,65.29,45.23,75.89,11.71,0.97,23.6,94.56,97.12,169.59,0.36,3.78,-0.17,16.25,True,False,72.03,True,True,False,False,False,False,True,True,True,True,True,True,True,True,70,59
AKAM,"Akamai Technologies, Inc. - Common Stock",NASDAQ,AKAM,Other,149.07,118.96,94.55,161.14,7.49,49.37,51.51,64.34,95.07,1029.09,0.32,5.27,1.1,12.01,True,True,72.57,True,True,True,True,True,True,True,True,True,True,True,True,True,True,70,77
ROG,Rogers Corporation Common Stock,NYSE,ROG,Other,139.77,124.81,98.77,145.85,4.17,9.76,29.63,71.19,110.03,38.81,0.36,4.11,-0.3,14.3,False,False,72.27,True,True,False,False,True,True,True,True,True,True,True,True,True,True,70,60
CYTK,"Cytokinetics, Incorporated - Common Stock",NASDAQ,CYTK,Other,76.32,68.66,61.39,78.77,3.12,28.09,22.65,12.98,152.03,268.45,0.23,4.44,-0.18,8.02,True,True,72.04,True,True,True,False,False,True,True,True,True,True,True,True,True,True,70,75
WT,"WisdomTree, Inc. Common Stock",NYSE,WT,Other,19.56,16.93,14.48,19.81,1.29,20.98,14.47,78.39,107.1,54.07,0.65,3.73,2.64,8.44,True,True,71.35,True,True,True,False,True,True,True,True,True,True,True,True,True,True,70,74
CALY,Callaway Golf Company Common Stock,NYSE,CALY,Other,15.41,14.74,12.34,17.52,12.04,1.65,9.6,31.82,148.55,53.59,0.29,5.09,0.0,13.43,False,True,71.05,True,True,False,False,False,True,True,True,True,True,True,True,True,True,69,76
DY,"Dycom Industries, Inc. Common Stock",NYSE,DY,Other,509.92,404.06,345.95,535.2,4.72,30.65,21.4,46.35,124.4,247.27,1.13,4.8,1.8,32.93,False,False,71.01,True,True,False,False,True,True,True,True,True,True,True,True,True,True,69,61
